group,method,parameter,cluster_id,size,member_edge_ids
review_required,dbscan,eps_mm=2.28,D0010,26,E_N000618_N000753|E_N000730_N000755|E_N000749_N000753|E_N000749_N000755|E_N000749_N000876|E_N000749_N002013|E_N000751_N000753|E_N000751_N000755|E_N000753_N000755|E_N000755_N000865|E_N000755_N000876|E_N000861_N000876|E_N000876_N002013|E_N000876_N002015|E_N002009_N002013|E_N002009_N002015|E_N002009_N002136|E_N002009_N003273|E_N002013_N002015|E_N002015_N002136|E_N002121_N002136|E_N002125_N002136|E_N002136_N003273|E_N002136_N003275|E_N003269_N003273|E_N003273_N003275
review_required,dbscan,eps_mm=2.28,D0011,52,E_N000744_N000879|E_N000856_N000881|E_N000856_N000991|E_N000875_N000879|E_N000875_N000881|E_N000875_N001002|E_N000875_N002139|E_N000877_N000879|E_N000877_N000881|E_N000879_N000881|E_N000881_N001002|E_N000987_N001002|E_N000989_N000991|E_N000996_N001131|E_N001002_N002139|E_N001002_N002141|E_N001108_N001133|E_N001113_N001119|E_N001113_N001128|E_N001113_N001133|E_N001113_N002253|E_N001113_N002267|E_N001122_N001133|E_N001127_N001128|E_N001127_N001131|E_N001127_N001133|E_N001127_N002267|E_N001128_N002267|E_N001129_N001131|E_N001129_N001133|E_N001131_N001133|E_N002135_N002139|E_N002135_N002141|E_N002135_N002262|E_N002135_N003399|E_N002139_N002141|E_N002247_N002251|E_N002247_N002253|E_N002247_N002262|E_N002247_N002267|E_N002247_N003387|E_N002247_N003401|E_N002251_N002253|E_N002261_N002265|E_N002261_N002267|E_N002261_N003401|E_N002262_N003399|E_N002262_N003401|E_N002265_N002267|E_N003395_N003399|E_N003395_N003401|E_N003399_N003401
review_required,dbscan,eps_mm=2.28,D0012,9,E_N000870_N001005|E_N000982_N001007|E_N001001_N001005|E_N001001_N001007|E_N001001_N001128|E_N001001_N002265|E_N001003_N001005|E_N001003_N001007|E_N001005_N001007
review_required,dbscan,eps_mm=2.28,D0013,2,E_N001011_N001018|E_N001017_N001021
review_required,dbscan,eps_mm=2.28,D0014,2,E_N001052_N001077|E_N001066_N001077
review_required,dbscan,eps_mm=2.28,D0015,5,E_N001080_N001105|E_N001094_N001105|E_N001094_N001119|E_N001108_N001119|E_N001115_N001119
review_required,dbscan,eps_mm=2.28,D0016,6,E_N001085_N001105|E_N001085_N002239|E_N001099_N001105|E_N001099_N001119|E_N001099_N002239|E_N001099_N002253
review_required,dbscan,eps_mm=2.28,D0017,2,E_N001253_N001259|E_N001253_N001380
review_required,dbscan,eps_mm=2.28,D0018,6,E_N001379_N002643|E_N001506_N002643|E_N001506_N002645|E_N002639_N002643|E_N002639_N002645|E_N002643_N002645
review_required,dbscan,eps_mm=2.28,D0019,5,E_N001385_N001495|E_N001385_N001506|E_N001491_N001495|E_N001495_N001497|E_N001495_N001506
review_required,dbscan,eps_mm=2.28,D0020,2,E_N001617_N001623|E_N001621_N001623
review_required,dbscan,eps_mm=2.28,D0021,3,E_N001617_N001632|E_N001617_N002771|E_N002771_N002881
review_required,dbscan,eps_mm=2.28,D0022,2,E_N001743_N001749|E_N001747_N001749
review_required,dbscan,eps_mm=2.28,D0023,2,E_N001744_N002881|E_N002881_N002883
review_required,dbscan,eps_mm=2.28,D0024,20,E_N001869_N001884|E_N001869_N003023|E_N001884_N003023|E_N003017_N003021|E_N003017_N003023|E_N003017_N003144|E_N003017_N004281|E_N003021_N003023|E_N003023_N003133|E_N003023_N003144|E_N003129_N003133|E_N003129_N003144|E_N003133_N003135|E_N003144_N004281|E_N003144_N004283|E_N004277_N004281|E_N004277_N004283|E_N004277_N004404|E_N004277_N005541|E_N004281_N004283
review_required,dbscan,eps_mm=2.28,D0025,6,E_N002219_N002239|E_N002219_N003373|E_N002233_N002239|E_N002233_N002253|E_N002233_N003373|E_N002233_N003387
review_required,dbscan,eps_mm=2.28,D0026,3,E_N002513_N002640|E_N002513_N003777|E_N002640_N003777
review_required,dbscan,eps_mm=2.28,D0027,2,E_N002765_N002769|E_N002769_N002771
review_required,dbscan,eps_mm=2.28,D0028,15,E_N002891_N002895|E_N002891_N002897|E_N002891_N003018|E_N002891_N004155|E_N002895_N002897|E_N003018_N004155|E_N003018_N004157|E_N004151_N004155|E_N004151_N004157|E_N004151_N004278|E_N004151_N005415|E_N004155_N004157|E_N004157_N004267|E_N004157_N004278|E_N004278_N005415
review_required,dbscan,eps_mm=2.28,D0029,2,E_N003130_N004267|E_N004267_N004269
review_required,dbscan,eps_mm=2.28,D0030,2,E_N003269_N003396|E_N003269_N004533
review_required,dbscan,eps_mm=2.28,D0031,3,E_N003353_N003373|E_N003367_N003373|E_N003367_N003387
review_required,dbscan,eps_mm=2.28,D0032,6,E_N003353_N004507|E_N003367_N004507|E_N003367_N004521|E_N004487_N004507|E_N004501_N004507|E_N004501_N004521
review_required,dbscan,eps_mm=2.28,D0033,13,E_N003381_N003396|E_N003381_N003401|E_N003381_N004535|E_N003385_N003396|E_N003395_N004535|E_N003396_N004535|E_N004515_N004530|E_N004515_N004535|E_N004515_N005669|E_N004529_N004533|E_N004529_N004535|E_N004533_N004535|E_N005649_N005669
review_required,dbscan,eps_mm=2.28,D0034,2,E_N003381_N004521|E_N004515_N004521
review_required,dbscan,eps_mm=2.28,D0035,3,E_N003436_N004575|E_N003436_N004576|E_N004570_N004576
review_required,dbscan,eps_mm=2.28,D0036,2,E_N003520_N003526|E_N003522_N003526
review_required,dbscan,eps_mm=2.28,D0037,5,E_N003521_N003525|E_N003521_N003527|E_N003521_N003648|E_N003521_N004659|E_N003521_N004785
review_required,dbscan,eps_mm=2.28,D0038,2,E_N003647_N003651|E_N003651_N003653
review_required,dbscan,eps_mm=2.28,D0039,6,E_N003899_N003903|E_N003899_N003905|E_N003899_N004026|E_N003899_N005163|E_N003903_N003905|E_N004026_N005163
review_required,dbscan,eps_mm=2.28,D0040,3,E_N003900_N005037|E_N005033_N005037|E_N005037_N005039
review_required,dbscan,eps_mm=2.28,D0041,5,E_N004025_N004029|E_N004025_N004031|E_N004025_N004152|E_N004025_N005289|E_N004029_N004031
review_required,dbscan,eps_mm=2.28,D0042,2,E_N004221_N005361|E_N005355_N005361
review_required,dbscan,eps_mm=2.28,D0043,2,E_N004403_N004530|E_N004403_N005667
review_required,dbscan,eps_mm=2.28,D0044,6,E_N004487_N005641|E_N004501_N005641|E_N004501_N005655|E_N005621_N005641|E_N005635_N005641|E_N005635_N005655
review_required,dbscan,eps_mm=2.28,D0045,2,E_N004515_N005655|E_N005649_N005655
review_required,dbscan,eps_mm=2.28,D0046,4,E_N004529_N005667|E_N004529_N005669|E_N005663_N005667|E_N005663_N005669
review_required,dbscan,eps_mm=2.28,D0047,2,E_N004781_N006045|E_N004908_N006045
review_required,dbscan,eps_mm=2.28,D0048,2,E_N004907_N004911|E_N004911_N004913
review_required,dbscan,eps_mm=2.28,D0049,2,E_N005033_N005160|E_N005033_N006297
review_required,dbscan,eps_mm=2.28,D0050,7,E_N005159_N005163|E_N005159_N005165|E_N005159_N005286|E_N005159_N006423|E_N005286_N006423|E_N006419_N006423|E_N006423_N006425
review_required,dbscan,eps_mm=2.28,D0051,2,E_N005285_N005289|E_N005289_N005291
review_required,dbscan,eps_mm=2.28,D0052,2,E_N005285_N005412|E_N005285_N006549
review_required,dbscan,eps_mm=2.28,D0053,4,E_N005411_N005415|E_N005411_N005417|E_N005411_N005538|E_N005411_N006675
review_required,dbscan,eps_mm=2.28,D0054,2,E_N005537_N005541|E_N005541_N005543
review_required,dbscan,eps_mm=2.28,D0055,3,E_N005621_N006775|E_N005635_N006775|E_N005635_N006789
review_required,dbscan,eps_mm=2.28,D0056,2,E_N005663_N006801|E_N005663_N006803
review_required,dbscan,eps_mm=2.28,D0057,2,E_N006041_N006045|E_N006041_N006047
review_required,dbscan,eps_mm=2.28,D0058,2,E_N006167_N006171|E_N006171_N006173
review_required,dbscan,eps_mm=2.28,D0059,4,E_N006293_N007557|E_N006420_N007557|E_N007553_N007557|E_N007557_N007559
review_required,dbscan,eps_mm=2.28,D0060,2,E_N006545_N006549|E_N006545_N006551
review_required,dbscan,eps_mm=2.28,D0061,3,E_N006755_N006775|E_N006769_N006775|E_N006769_N006789
review_required,dbscan,eps_mm=2.28,D0062,9,E_N006755_N007909|E_N006769_N007909|E_N006769_N007923|E_N007889_N007909|E_N007889_N009043|E_N007903_N007909|E_N007903_N007923|E_N007903_N009043|E_N007903_N009057
review_required,dbscan,eps_mm=2.28,D0063,3,E_N006783_N007923|E_N007917_N007923|E_N007917_N009057
review_required,dbscan,eps_mm=2.28,D0064,3,E_N006783_N007937|E_N007917_N007937|E_N007917_N009071
review_required,dbscan,eps_mm=2.28,D0065,2,E_N006797_N006801|E_N006797_N006803
review_required,dbscan,eps_mm=2.28,D0066,7,E_N006797_N007935|E_N006797_N007937|E_N006798_N007935|E_N007931_N007935|E_N007931_N007937|E_N007931_N009069|E_N007931_N009071
review_required,dbscan,eps_mm=2.28,D0067,8,E_N007049_N007053|E_N007049_N007176|E_N007049_N007179|E_N007049_N008187|E_N007049_N008313|E_N007175_N008313|E_N007176_N008313|E_N008313_N008315
review_required,dbscan,eps_mm=2.28,D0068,4,E_N007427_N008691|E_N007554_N008691|E_N008687_N008691|E_N008691_N008693
review_required,dbscan,eps_mm=2.28,D0069,18,E_N008183_N009321|E_N008183_N009447|E_N008309_N008436|E_N008309_N008439|E_N008309_N009447|E_N008309_N009573|E_N008310_N009447|E_N008435_N009573|E_N008436_N009573|E_N009321_N009323|E_N009443_N009449|E_N009443_N009573|E_N009447_N009449|E_N009569_N009573|E_N009569_N009575|E_N009569_N009699|E_N009573_N009575|E_N009695_N009699
review_required,dbscan,eps_mm=2.28,D0070,2,E_N008435_N009699|E_N008561_N009699
review_required,dbscan,eps_mm=2.28,D0071,12,E_N008561_N009825|E_N008687_N009825|E_N008688_N009825|E_N009695_N009825|E_N009821_N009825|E_N009821_N009827|E_N009821_N009951|E_N009822_N009825|E_N009825_N009827|E_N009947_N009951|E_N009947_N009953|E_N009947_N010077
review_required,dbscan,eps_mm=2.28,D0072,2,E_N008687_N009951|E_N008814_N009951
review_required,dbscan,eps_mm=2.28,D0073,3,E_N009023_N009043|E_N009037_N009043|E_N009037_N009057
review_required,dbscan,eps_mm=2.28,D0074,3,E_N009023_N010177|E_N009037_N010177|E_N009037_N010191
review_required,dbscan,eps_mm=2.28,D0075,2,E_N009065_N009069|E_N009065_N009071
review_required,dbscan,eps_mm=2.28,D0076,2,E_N009065_N010203|E_N009065_N010205
review_required,dbscan,eps_mm=2.28,D0077,2,E_N009191_N009195|E_N009191_N009321
review_required,dbscan,eps_mm=2.28,D0078,2,E_N010073_N010074|E_N010073_N010077
review_required,dbscan,eps_mm=2.28,D0079,3,E_N010157_N010177|E_N010171_N010177|E_N010171_N010191
review_required,dbscan,eps_mm=2.28,D0080,2,E_N010199_N010203|E_N010199_N010205
review_required,dbscan,eps_mm=4.56,D0001,575,E_N000091_N001245|E_N000099_N000124|E_N000100_N000125|E_N000105_N000111|E_N000105_N000232|E_N000105_N001259|E_N000105_N001369|E_N000109_N000124|E_N000111_N000235|E_N000113_N000123|E_N000114_N000249|E_N000119_N000123|E_N000119_N000125|E_N000119_N000246|E_N000119_N001383|E_N000121_N000123|E_N000123_N000125|E_N000125_N000235|E_N000217_N000232|E_N000226_N000235|E_N000231_N000237|E_N000231_N000358|E_N000232_N001369|E_N000237_N000347|E_N000237_N000361|E_N000240_N000375|E_N000245_N000249|E_N000245_N000251|E_N000245_N000372|E_N000245_N001509|E_N000246_N001383|E_N000247_N000249|E_N000249_N000251|E_N000251_N000372|E_N000343_N000358|E_N000352_N000377|E_N000357_N000372|E_N000357_N000484|E_N000357_N001511|E_N000361_N000372|E_N000361_N000377|E_N000366_N000501|E_N000371_N000375|E_N000371_N000377|E_N000371_N000498|E_N000371_N001635|E_N000372_N001509|E_N000372_N001511|E_N000373_N000375|E_N000375_N000377|E_N000377_N000487|E_N000377_N000498|E_N000469_N000484|E_N000469_N001623|E_N000483_N000487|E_N000483_N000498|E_N000483_N001747|E_N000487_N000489|E_N000492_N000627|E_N000497_N000501|E_N000497_N000503|E_N000497_N000624|E_N000497_N001761|E_N000498_N001635|E_N000498_N001637|E_N000499_N000503|E_N000501_N000503|E_N000503_N000613|E_N000503_N000624|E_N000595_N000610|E_N000604_N000629|E_N000604_N000739|E_N000609_N000624|E_N000609_N000736|E_N000611_N000613|E_N000613_N000624|E_N000618_N000753|E_N000623_N000627|E_N000623_N000629|E_N000623_N000750|E_N000623_N001887|E_N000624_N001761|E_N000624_N001763|E_N000625_N000627|E_N000625_N000629|E_N000627_N000629|E_N000629_N000739|E_N000629_N000750|E_N000721_N000727|E_N000730_N000755|E_N000735_N000750|E_N000735_N001889|E_N000739_N000741|E_N000739_N000750|E_N000744_N000879|E_N000749_N000753|E_N000749_N000755|E_N000749_N000876|E_N000749_N002013|E_N000750_N001887|E_N000750_N001889|E_N000751_N000753|E_N000751_N000755|E_N000753_N000755|E_N000755_N000865|E_N000755_N000876|E_N000847_N000862|E_N000856_N000881|E_N000856_N000991|E_N000861_N000876|E_N000861_N000988|E_N000862_N001999|E_N000870_N001005|E_N000875_N000879|E_N000875_N000881|E_N000875_N001002|E_N000875_N002139|E_N000876_N002013|E_N000876_N002015|E_N000877_N000879|E_N000877_N000881|E_N000879_N000881|E_N000881_N001002|E_N000973_N000988|E_N000982_N001007|E_N000987_N001002|E_N000989_N000991|E_N000996_N001131|E_N001001_N001005|E_N001001_N001007|E_N001001_N001128|E_N001001_N002265|E_N001002_N002139|E_N001002_N002141|E_N001003_N001005|E_N001003_N001007|E_N001005_N001007|E_N001052_N001063|E_N001052_N001077|E_N001066_N001077|E_N001066_N001091|E_N001071_N002225|E_N001080_N001091|E_N001080_N001105|E_N001085_N001091|E_N001085_N001105|E_N001085_N002239|E_N001094_N001105|E_N001094_N001119|E_N001099_N001105|E_N001099_N001119|E_N001099_N002239|E_N001099_N002253|E_N001108_N001119|E_N001108_N001133|E_N001113_N001119|E_N001113_N001128|E_N001113_N001133|E_N001113_N002253|E_N001113_N002267|E_N001115_N001119|E_N001122_N001133|E_N001127_N001128|E_N001127_N001131|E_N001127_N001133|E_N001127_N002267|E_N001128_N002267|E_N001129_N001131|E_N001129_N001133|E_N001131_N001133|E_N001239_N001245|E_N001239_N002393|E_N001253_N001259|E_N001253_N001380|E_N001259_N001369|E_N001365_N001492|E_N001369_N001371|E_N001379_N002643|E_N001383_N001385|E_N001385_N001495|E_N001385_N001506|E_N001477_N001492|E_N001491_N001495|E_N001495_N001497|E_N001495_N001506|E_N001505_N001509|E_N001505_N001511|E_N001505_N001632|E_N001505_N002769|E_N001506_N002643|E_N001506_N002645|E_N001509_N001511|E_N001511_N001621|E_N001617_N001623|E_N001617_N001632|E_N001617_N002771|E_N001618_N002755|E_N001621_N001623|E_N001631_N001635|E_N001631_N001637|E_N001631_N001758|E_N001631_N002895|E_N001635_N001637|E_N001637_N001747|E_N001637_N001758|E_N001729_N001744|E_N001743_N001749|E_N001743_N001758|E_N001744_N002881|E_N001747_N001749|E_N001757_N001761|E_N001757_N001763|E_N001757_N001884|E_N001757_N003021|E_N001761_N001763|E_N001763_N001873|E_N001763_N001884|E_N001869_N001884|E_N001869_N001996|E_N001869_N003023|E_N001873_N001875|E_N001883_N001887|E_N001883_N001889|E_N001883_N002010|E_N001883_N003147|E_N001884_N003023|E_N001887_N001889|E_N001889_N001999|E_N001889_N002010|E_N001995_N002010|E_N001999_N002010|E_N002009_N002013|E_N002009_N002015|E_N002009_N002136|E_N002009_N003273|E_N002010_N003147|E_N002010_N003149|E_N002013_N002015|E_N002015_N002136|E_N002121_N002136|E_N002125_N002127|E_N002125_N002136|E_N002135_N002139|E_N002135_N002141|E_N002135_N002262|E_N002135_N003399|E_N002136_N003273|E_N002136_N003275|E_N002139_N002141|E_N002191_N003345|E_N002205_N002211|E_N002219_N002225|E_N002219_N002239|E_N002219_N003373|E_N002233_N002239|E_N002233_N002253|E_N002233_N003373|E_N002233_N003387|E_N002247_N002251|E_N002247_N002253|E_N002247_N002262|E_N002247_N002267|E_N002247_N003387|E_N002247_N003401|E_N002251_N002253|E_N002261_N002265|E_N002261_N002267|E_N002261_N003401|E_N002262_N003399|E_N002262_N003401|E_N002265_N002267|E_N002373_N003511|E_N002499_N003653|E_N002513_N002517|E_N002513_N002640|E_N002513_N003777|E_N002629_N002640|E_N002639_N002643|E_N002639_N002645|E_N002639_N003903|E_N002640_N003777|E_N002643_N002645|E_N002765_N002769|E_N002765_N004029|E_N002769_N002771|E_N002771_N002881|E_N002877_N003004|E_N002881_N002883|E_N002883_N002993|E_N002891_N002895|E_N002891_N002897|E_N002891_N003018|E_N002891_N004155|E_N002895_N002897|E_N002897_N003007|E_N003017_N003021|E_N003017_N003023|E_N003017_N003144|E_N003017_N004281|E_N003018_N004155|E_N003018_N004157|E_N003021_N003023|E_N003023_N003133|E_N003023_N003144|E_N003129_N003133|E_N003129_N003144|E_N003130_N004267|E_N003133_N003135|E_N003143_N003147|E_N003143_N003149|E_N003143_N003270|E_N003143_N004407|E_N003144_N004281|E_N003144_N004283|E_N003147_N003149|E_N003149_N003259|E_N003149_N003270|E_N003269_N003273|E_N003269_N003396|E_N003269_N004533|E_N003270_N004407|E_N003273_N003275|E_N003339_N004493|E_N003353_N003359|E_N003353_N003373|E_N003353_N004507|E_N003367_N003373|E_N003367_N003387|E_N003367_N004507|E_N003367_N004521|E_N003381_N003387|E_N003381_N003396|E_N003381_N003401|E_N003381_N004521|E_N003381_N004535|E_N003385_N003396|E_N003395_N003399|E_N003395_N003401|E_N003395_N004535|E_N003396_N004535|E_N003399_N003401|E_N003520_N003526|E_N003521_N003525|E_N003521_N003527|E_N003521_N003648|E_N003521_N004659|E_N003521_N004785|E_N003522_N003526|E_N003637_N003648|E_N003647_N003651|E_N003651_N003653|E_N003773_N003777|E_N003889_N003900|E_N003899_N003903|E_N003899_N003905|E_N003899_N004026|E_N003899_N005163|E_N003900_N005037|E_N003903_N003905|E_N004025_N004029|E_N004025_N004031|E_N004025_N004152|E_N004025_N005289|E_N004026_N005163|E_N004029_N004031|E_N004137_N004141|E_N004151_N004155|E_N004151_N004157|E_N004151_N004278|E_N004151_N005415|E_N004155_N004157|E_N004157_N004267|E_N004157_N004278|E_N004267_N004269|E_N004277_N004281|E_N004277_N004283|E_N004277_N004404|E_N004277_N005541|E_N004278_N005415|E_N004281_N004283|E_N004403_N004407|E_N004403_N004530|E_N004403_N005667|E_N004407_N004409|E_N004487_N004493|E_N004487_N004507|E_N004487_N005641|E_N004501_N004507|E_N004501_N004521|E_N004501_N005641|E_N004501_N005655|E_N004515_N004521|E_N004515_N004530|E_N004515_N004535|E_N004515_N005655|E_N004515_N005669|E_N004529_N004533|E_N004529_N004535|E_N004529_N005667|E_N004529_N005669|E_N004533_N004535|E_N004781_N006045|E_N004893_N006047|E_N004907_N004911|E_N004907_N006171|E_N004908_N006045|E_N004911_N004913|E_N005033_N005037|E_N005033_N005160|E_N005033_N006297|E_N005037_N005039|E_N005159_N005163|E_N005159_N005165|E_N005159_N005286|E_N005159_N006423|E_N005285_N005289|E_N005285_N005412|E_N005285_N006549|E_N005286_N006423|E_N005289_N005291|E_N005291_N005401|E_N005411_N005415|E_N005411_N005417|E_N005411_N005538|E_N005411_N006675|E_N005537_N005541|E_N005541_N005543|E_N005621_N005641|E_N005621_N006775|E_N005635_N005641|E_N005635_N005655|E_N005635_N006775|E_N005635_N006789|E_N005649_N005655|E_N005649_N005669|E_N005649_N006789|E_N005649_N006803|E_N005650_N006773|E_N005663_N005667|E_N005663_N005669|E_N005663_N006801|E_N005663_N006803|E_N005789_N005795|E_N005789_N007053|E_N006041_N006045|E_N006041_N006047|E_N006041_N007305|E_N006167_N006171|E_N006167_N007431|E_N006171_N006173|E_N006293_N006297|E_N006293_N007557|E_N006405_N007559|E_N006419_N006423|E_N006419_N007683|E_N006420_N007557|E_N006423_N006425|E_N006545_N006549|E_N006545_N006551|E_N006545_N007809|E_N006671_N006675|E_N006755_N006775|E_N006755_N007909|E_N006769_N006775|E_N006769_N006789|E_N006769_N007909|E_N006769_N007923|E_N006783_N006789|E_N006783_N006803|E_N006783_N007923|E_N006783_N007937|E_N006797_N006801|E_N006797_N006803|E_N006797_N007935|E_N006797_N007937|E_N006798_N007935|E_N007049_N007053|E_N007049_N007176|E_N007049_N007179|E_N007049_N008187|E_N007049_N008313|E_N007175_N008313|E_N007176_N008313|E_N007301_N007305|E_N007301_N008565|E_N007427_N008691|E_N007553_N007557|E_N007553_N008817|E_N007554_N008691|E_N007557_N007559|E_N007679_N007683|E_N007889_N007909|E_N007889_N009043|E_N007903_N007909|E_N007903_N007923|E_N007903_N009043|E_N007903_N009057|E_N007917_N007923|E_N007917_N007937|E_N007917_N009057|E_N007917_N009071|E_N007931_N007935|E_N007931_N007937|E_N007931_N009069|E_N007931_N009071|E_N008057_N009321|E_N008183_N008313|E_N008183_N009321|E_N008183_N009447|E_N008309_N008436|E_N008309_N008439|E_N008309_N009447|E_N008309_N009573|E_N008310_N009447|E_N008313_N008315|E_N008435_N009573|E_N008435_N009699|E_N008436_N009573|E_N008561_N008691|E_N008561_N009699|E_N008561_N009825|E_N008687_N008691|E_N008687_N009825|E_N008687_N009951|E_N008688_N009825|E_N008691_N008693|E_N008813_N008817|E_N008813_N010077|E_N008814_N009951|E_N009023_N009043|E_N009023_N010177|E_N009037_N009043|E_N009037_N009057|E_N009037_N010177|E_N009037_N010191|E_N009051_N009057|E_N009051_N009071|E_N009051_N010191|E_N009051_N010205|E_N009065_N009069|E_N009065_N009071|E_N009065_N010203|E_N009065_N010205|E_N009177_N009318|E_N009191_N009195|E_N009191_N009321|E_N009317_N009447|E_N009321_N009323|E_N009443_N009449|E_N009443_N009573|E_N009447_N009449|E_N009569_N009573|E_N009569_N009575|E_N009569_N009699|E_N009573_N009575|E_N009695_N009699|E_N009695_N009825|E_N009821_N009825|E_N009821_N009827|E_N009821_N009951|E_N009822_N009825|E_N009825_N009827|E_N009947_N009951|E_N009947_N009953|E_N009947_N010077|E_N010073_N010074|E_N010073_N010077|E_N010073_N010203|E_N010157_N010177|E_N010171_N010177|E_N010171_N010191|E_N010185_N010191|E_N010185_N010205|E_N010199_N010203|E_N010199_N010205
review_required,dbscan,eps_mm=4.56,D0002,3,E_N000260_N001399|E_N000274_N001397|E_N000288_N001411
review_required,dbscan,eps_mm=4.56,D0003,8,E_N000381_N000514|E_N000507_N000640|E_N000633_N000766|E_N000634_N000640|E_N000639_N000643|E_N000759_N000892|E_N001642_N002785|E_N001768_N001774
review_required,dbscan,eps_mm=4.56,D0004,8,E_N000885_N001018|E_N001011_N001018|E_N001012_N001018|E_N001017_N001021|E_N002146_N002152|E_N002153_N002155|E_N003280_N003286|E_N003280_N004420
review_required,dbscan,eps_mm=4.56,D0005,4,E_N001674_N002811|E_N001687_N001693|E_N001688_N002811|E_N002821_N002827
review_required,dbscan,eps_mm=4.56,D0006,2,E_N002713_N002724|E_N003847_N003858
review_required,dbscan,eps_mm=4.56,D0007,2,E_N002905_N002925|E_N002919_N004059
review_required,dbscan,eps_mm=4.56,D0008,2,E_N002961_N002967|E_N003088_N004225
review_required,dbscan,eps_mm=4.56,D0009,4,E_N003436_N004575|E_N003436_N004576|E_N004570_N004576|E_N004570_N004590
review_required,dbscan,eps_mm=4.56,D0010,2,E_N004221_N005361|E_N005355_N005361
review_required,dbscan,eps_mm=4.56,D0011,3,E_N005327_N005333|E_N005328_N005331|E_N005454_N006577
review_required,dbscan,eps_mm=4.56,D0012,2,E_N006125_N006131|E_N007259_N007265
review_required,dbscan,eps_mm=4.56,D0013,3,E_N006196_N007333|E_N006321_N007461|E_N006322_N007459
review_required,dbscan,eps_mm=4.56,D0014,2,E_N006430_N007573|E_N007564_N008707
review_required,dbscan,eps_mm=4.56,D0015,2,E_N006938_N006940|E_N006941_N006952
review_required,dbscan,eps_mm=4.56,D0016,3,E_N008351_N008371|E_N008351_N009505|E_N009485_N009500
review_required,dbscan,eps_mm=4.56,D0017,12,E_N009082_N009085|E_N009083_N009084|E_N009083_N009099|E_N009085_N009209|E_N009099_N009223|E_N009209_N009225|E_N009211_N009335|E_N009223_N009239|E_N009225_N009349|E_N009233_N009360|E_N009335_N009351|E_N009349_N009365
review_required,dbscan,eps_mm=6.84,D0001,4,E_N000063_N001217|E_N000203_N000209|E_N000445_N000456|E_N001467_N001469
