edge_id,source_strut_id,defect_class,k,neighbor_edge_ids,neighbor_defect_classes,neighbor_distances_mm,missing_neighbor_count,broken_neighbor_count,thin_neighbor_count
E_N002177_N002197,3874,missing,1,"[""E_N002191_N002197""]","[""missing""]",[2.2799999999999976],1,0,0
E_N002177_N002197,3874,missing,3,"[""E_N002191_N002197"",""E_N002177_N003331"",""E_N001043_N002197""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002]",3,0,0
E_N002177_N002197,3874,missing,5,"[""E_N002191_N002197"",""E_N002177_N003331"",""E_N001043_N002197"",""E_N002177_N002183"",""E_N002191_N003331""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002,2.280000000000001,3.2244069222106537]",5,0,0
E_N002177_N002197,3874,missing,10,"[""E_N002191_N002197"",""E_N002177_N003331"",""E_N001043_N002197"",""E_N002177_N002183"",""E_N002191_N003331"",""E_N001057_N002197"",""E_N002177_N003317"",""E_N001043_N002183"",""E_N002191_N002211"",""E_N001043_N001063""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002,2.280000000000001,3.2244069222106537,3.224406922210655,3.2244069222106564,3.2244069222106577,4.559999999999999,4.56]",10,0,0
E_N002177_N003317,5860,missing,1,"[""E_N002177_N002183""]","[""missing""]",[2.2799999999999985],1,0,0
E_N002177_N003317,5860,missing,3,"[""E_N002177_N002183"",""E_N002163_N003317"",""E_N002177_N003331""]","[""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001]",3,0,0
E_N002177_N003317,5860,missing,5,"[""E_N002177_N002183"",""E_N002163_N003317"",""E_N002177_N003331"",""E_N003311_N003317"",""E_N002163_N002183""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106564]",5,0,0
E_N002177_N003317,5860,missing,10,"[""E_N002177_N002183"",""E_N002163_N003317"",""E_N002177_N003331"",""E_N003311_N003317"",""E_N002163_N002183"",""E_N002177_N002197"",""E_N003297_N003317"",""E_N003311_N003331"",""E_N001043_N002183"",""E_N002191_N003331""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106564,3.2244069222106564,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N002177_N003331,5889,missing,1,"[""E_N002191_N003331""]","[""missing""]",[2.2799999999999976],1,0,0
E_N002177_N003331,5889,missing,3,"[""E_N002191_N003331"",""E_N002177_N002197"",""E_N002177_N003317""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001]",3,0,0
E_N002177_N003331,5889,missing,5,"[""E_N002191_N003331"",""E_N002177_N002197"",""E_N002177_N003317"",""E_N003311_N003331"",""E_N002191_N002197""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001,2.280000000000001,3.2244069222106537]",5,0,0
E_N002177_N003331,5889,missing,10,"[""E_N002191_N003331"",""E_N002177_N002197"",""E_N002177_N003317"",""E_N003311_N003331"",""E_N002191_N002197"",""E_N003325_N003331"",""E_N002177_N002183"",""E_N003311_N003317"",""E_N001043_N002197"",""E_N002163_N003317""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001,2.280000000000001,3.2244069222106537,3.2244069222106555,3.2244069222106564,3.224406922210658,4.559999999999999,4.560000000000002]",10,0,0
E_N002191_N002197,3875,missing,1,"[""E_N002177_N002197""]","[""missing""]",[2.2799999999999976],1,0,0
E_N002191_N002197,3875,missing,3,"[""E_N002177_N002197"",""E_N002191_N003331"",""E_N001057_N002197""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002]",3,0,0
E_N002191_N002197,3875,missing,5,"[""E_N002177_N002197"",""E_N002191_N003331"",""E_N001057_N002197"",""E_N002191_N002211"",""E_N002177_N003331""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002,2.280000000000001,3.2244069222106537]",5,0,0
E_N002191_N002197,3875,missing,10,"[""E_N002177_N002197"",""E_N002191_N003331"",""E_N001057_N002197"",""E_N002191_N002211"",""E_N002177_N003331"",""E_N001043_N002197"",""E_N001057_N002211"",""E_N002177_N002183"",""E_N001057_N001063"",""E_N003325_N003331""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002,2.280000000000001,3.2244069222106537,3.224406922210655,3.2244069222106577,4.559999999999999,4.56,4.56]",10,0,0
E_N002191_N002211,3902,missing,1,"[""E_N001057_N002211""]","[""missing""]",[2.2800000000000002],1,0,0
E_N002191_N002211,3902,missing,3,"[""E_N001057_N002211"",""E_N002191_N002197"",""E_N002205_N003345""]","[""missing"",""missing"",""missing""]","[2.2800000000000002,2.280000000000001,3.2244069222106537]",3,0,0
E_N002191_N002211,3902,missing,5,"[""E_N001057_N002211"",""E_N002191_N002197"",""E_N002205_N003345"",""E_N001071_N002211"",""E_N002191_N003331""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2800000000000002,2.280000000000001,3.2244069222106537,3.224406922210655,3.2244069222106564]",5,0,0
E_N002191_N002211,3902,missing,10,"[""E_N001057_N002211"",""E_N002191_N002197"",""E_N002205_N003345"",""E_N001071_N002211"",""E_N002191_N003331"",""E_N001057_N002197"",""E_N002177_N002197"",""E_N002205_N002225"",""E_N001057_N001077"",""E_N003325_N003345""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2800000000000002,2.280000000000001,3.2244069222106537,3.224406922210655,3.2244069222106564,3.2244069222106577,4.559999999999999,4.559999999999999,4.56,4.56]",10,0,0
E_N002191_N003331,5888,missing,1,"[""E_N002177_N003331""]","[""missing""]",[2.2799999999999976],1,0,0
E_N002191_N003331,5888,missing,3,"[""E_N002177_N003331"",""E_N002191_N002197"",""E_N003325_N003331""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001]",3,0,0
E_N002191_N003331,5888,missing,5,"[""E_N002177_N003331"",""E_N002191_N002197"",""E_N003325_N003331"",""E_N002177_N002197"",""E_N003311_N003331""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001,3.2244069222106537,3.2244069222106555]",5,0,0
E_N002191_N003331,5888,missing,10,"[""E_N002177_N003331"",""E_N002191_N002197"",""E_N003325_N003331"",""E_N002177_N002197"",""E_N003311_N003331"",""E_N002191_N002211"",""E_N003325_N003345"",""E_N001057_N002197"",""E_N002177_N003317"",""E_N002205_N003345""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001,3.2244069222106537,3.2244069222106555,3.2244069222106564,3.224406922210658,4.559999999999999,4.559999999999999,4.559999999999999]",10,0,0
E_N002205_N002225,3930,missing,1,"[""E_N002205_N003359""]","[""missing""]",[2.2799999999999985],1,0,0
E_N002205_N002225,3930,missing,3,"[""E_N002205_N003359"",""E_N002205_N003345"",""E_N002219_N003359""]","[""missing"",""missing"",""missing""]","[2.2799999999999985,3.2244069222106564,3.2244069222106564]",3,0,0
E_N002205_N002225,3930,missing,5,"[""E_N002205_N003359"",""E_N002205_N003345"",""E_N002219_N003359"",""E_N001071_N002211"",""E_N001085_N002225""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,3.2244069222106564,3.2244069222106564,3.2244069222106577,3.2244069222106577]",5,0,0
E_N002205_N002225,3930,missing,10,"[""E_N002205_N003359"",""E_N002205_N003345"",""E_N002219_N003359"",""E_N001071_N002211"",""E_N001085_N002225"",""E_N002191_N002211"",""E_N001071_N001091"",""E_N003339_N003359"",""E_N001057_N002211"",""E_N001071_N001077""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,3.2244069222106564,3.2244069222106564,3.2244069222106577,3.2244069222106577,4.559999999999999,4.56,4.56,5.098234988699519,5.098234988699521]",10,0,0
E_N002205_N003345,5916,missing,1,"[""E_N002205_N003359""]","[""missing""]",[2.280000000000001],1,0,0
E_N002205_N003345,5916,missing,3,"[""E_N002205_N003359"",""E_N003339_N003345"",""E_N002191_N002211""]","[""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,3.2244069222106537]",3,0,0
E_N002205_N003345,5916,missing,5,"[""E_N002205_N003359"",""E_N003339_N003345"",""E_N002191_N002211"",""E_N003325_N003345"",""E_N002205_N002225""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,3.2244069222106537,3.2244069222106555,3.2244069222106564]",5,0,0
E_N002205_N003345,5916,missing,10,"[""E_N002205_N003359"",""E_N003339_N003345"",""E_N002191_N002211"",""E_N003325_N003345"",""E_N002205_N002225"",""E_N003339_N003359"",""E_N001071_N002211"",""E_N002191_N003331"",""E_N002219_N003359"",""E_N003339_N004479""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,3.2244069222106537,3.2244069222106555,3.2244069222106564,3.224406922210658,4.559999999999999,4.559999999999999,4.560000000000002,4.560000000000002]",10,0,0
E_N002205_N003359,5945,missing,1,"[""E_N002205_N002225""]","[""missing""]",[2.2799999999999985],1,0,0
E_N002205_N003359,5945,missing,3,"[""E_N002205_N002225"",""E_N002205_N003345"",""E_N002219_N003359""]","[""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001]",3,0,0
E_N002205_N003359,5945,missing,5,"[""E_N002205_N002225"",""E_N002205_N003345"",""E_N002219_N003359"",""E_N003339_N003359"",""E_N003339_N003345""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,3.224406922210658]",5,0,0
E_N002205_N003359,5945,missing,10,"[""E_N002205_N002225"",""E_N002205_N003345"",""E_N002219_N003359"",""E_N003339_N003359"",""E_N003339_N003345"",""E_N002191_N002211"",""E_N001071_N002211"",""E_N001085_N002225"",""E_N003325_N003345"",""E_N003339_N004479""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,3.224406922210658,5.098234988699518,5.098234988699519,5.098234988699519,5.098234988699519,5.098234988699523]",10,0,0
E_N002219_N003359,5944,missing,1,"[""E_N002205_N003359""]","[""missing""]",[2.280000000000001],1,0,0
E_N002219_N003359,5944,missing,3,"[""E_N002205_N003359"",""E_N002205_N002225"",""E_N003339_N003359""]","[""missing"",""missing"",""missing""]","[2.280000000000001,3.2244069222106564,3.224406922210658]",3,0,0
E_N002219_N003359,5944,missing,5,"[""E_N002205_N003359"",""E_N002205_N002225"",""E_N003339_N003359"",""E_N001085_N002225"",""E_N002205_N003345""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,3.2244069222106564,3.224406922210658,4.559999999999999,4.560000000000002]",5,0,0
E_N002219_N003359,5944,missing,10,"[""E_N002205_N003359"",""E_N002205_N002225"",""E_N003339_N003359"",""E_N001085_N002225"",""E_N002205_N003345"",""E_N003353_N004493"",""E_N003339_N003345"",""E_N001071_N002211"",""E_N003339_N004479"",""E_N001071_N001091""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,3.2244069222106564,3.224406922210658,4.559999999999999,4.560000000000002,4.560000000000002,5.098234988699523,6.448813844421315,6.448813844421316,7.2099930651839035]",10,0,0
E_N003280_N003289,5806,missing,1,"[""E_N003283_N003289""]","[""missing""]",[2.2800000000000002],1,0,0
E_N003280_N003289,5806,missing,3,"[""E_N003283_N003289"",""E_N002146_N003289"",""E_N003280_N004423""]","[""missing"",""missing"",""missing""]","[2.2800000000000002,2.280000000000001,2.280000000000001]",3,0,0
E_N003280_N003289,5806,missing,5,"[""E_N003283_N003289"",""E_N002146_N003289"",""E_N003280_N004423"",""E_N002149_N003289"",""E_N003283_N004423""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106577,3.2244069222106577]",5,0,0
E_N003280_N003289,5806,missing,10,"[""E_N003283_N003289"",""E_N002146_N003289"",""E_N003280_N004423"",""E_N002149_N003289"",""E_N003283_N004423"",""E_N004414_N004423"",""E_N002146_N002155"",""E_N003283_N003303"",""E_N004417_N004423"",""E_N002149_N002155""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106577,3.2244069222106577,4.559999999999999,4.56,4.56,5.098234988699519,5.09823498869952]",10,0,0
E_N003280_N004423,7821,missing,1,"[""E_N004414_N004423""]","[""missing""]",[2.2799999999999976],1,0,0
E_N003280_N004423,7821,missing,3,"[""E_N004414_N004423"",""E_N003283_N004423"",""E_N003280_N003289""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2800000000000002,2.280000000000001]",3,0,0
E_N003280_N004423,7821,missing,5,"[""E_N004414_N004423"",""E_N003283_N004423"",""E_N003280_N003289"",""E_N004417_N004423"",""E_N003283_N003289""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2800000000000002,2.280000000000001,3.224406922210655,3.2244069222106577]",5,0,0
E_N003280_N004423,7821,missing,10,"[""E_N004414_N004423"",""E_N003283_N004423"",""E_N003280_N003289"",""E_N004417_N004423"",""E_N003283_N003289"",""E_N004414_N005557"",""E_N003283_N004437"",""E_N002146_N003289"",""E_N004417_N004437"",""E_N004417_N005557""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2800000000000002,2.280000000000001,3.224406922210655,3.2244069222106577,4.559999999999999,4.56,4.560000000000002,5.098234988699519,5.098234988699519]",10,0,0
E_N003283_N003289,5807,missing,1,"[""E_N003283_N003303""]","[""missing""]",[2.2799999999999994],1,0,0
E_N003283_N003289,5807,missing,3,"[""E_N003283_N003303"",""E_N003280_N003289"",""E_N002149_N003289""]","[""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001]",3,0,0
E_N003283_N003289,5807,missing,5,"[""E_N003283_N003303"",""E_N003280_N003289"",""E_N002149_N003289"",""E_N003283_N004423"",""E_N002149_N003303""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106573]",5,0,0
E_N003283_N003289,5807,missing,10,"[""E_N003283_N003303"",""E_N003280_N003289"",""E_N002149_N003289"",""E_N003283_N004423"",""E_N002149_N003303"",""E_N003283_N004437"",""E_N002146_N003289"",""E_N003280_N004423"",""E_N004417_N004423"",""E_N002149_N002155""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106573,3.2244069222106573,3.2244069222106577,3.2244069222106577,4.559999999999999,4.56]",10,0,0
E_N003283_N003303,5834,missing,1,"[""E_N003283_N003289""]","[""missing""]",[2.2799999999999994],1,0,0
E_N003283_N003303,5834,missing,3,"[""E_N003283_N003289"",""E_N003297_N003303"",""E_N002149_N003303""]","[""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001]",3,0,0
E_N003283_N003303,5834,missing,5,"[""E_N003283_N003289"",""E_N003297_N003303"",""E_N002149_N003303"",""E_N003283_N004437"",""E_N002149_N003289""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106573]",5,0,0
E_N003283_N003303,5834,missing,10,"[""E_N003283_N003289"",""E_N003297_N003303"",""E_N002149_N003303"",""E_N003283_N004437"",""E_N002149_N003289"",""E_N003283_N004423"",""E_N002163_N003303"",""E_N003297_N004437"",""E_N003297_N003317"",""E_N004417_N004437""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106573,3.2244069222106573,3.2244069222106577,3.2244069222106577,4.559999999999999,4.559999999999999]",10,0,0
E_N003283_N004423,7820,missing,1,"[""E_N004417_N004423""]","[""missing""]",[2.2799999999999976],1,0,0
E_N003283_N004423,7820,missing,3,"[""E_N004417_N004423"",""E_N003283_N004437"",""E_N003280_N004423""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002]",3,0,0
E_N003283_N004423,7820,missing,5,"[""E_N004417_N004423"",""E_N003283_N004437"",""E_N003280_N004423"",""E_N003283_N003289"",""E_N004417_N004437""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,3.224406922210654]",5,0,0
E_N003283_N004423,7820,missing,10,"[""E_N004417_N004423"",""E_N003283_N004437"",""E_N003280_N004423"",""E_N003283_N003289"",""E_N004417_N004437"",""E_N004414_N004423"",""E_N003283_N003303"",""E_N003280_N003289"",""E_N004417_N005557"",""E_N003297_N004437""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,3.224406922210654,3.224406922210655,3.2244069222106573,3.2244069222106577,4.559999999999999,4.56]",10,0,0
E_N003283_N004437,7849,missing,1,"[""E_N004417_N004437""]","[""missing""]",[2.2799999999999976],1,0,0
E_N003283_N004437,7849,missing,3,"[""E_N004417_N004437"",""E_N003283_N004423"",""E_N003297_N004437""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002]",3,0,0
E_N003283_N004437,7849,missing,5,"[""E_N004417_N004437"",""E_N003283_N004423"",""E_N003297_N004437"",""E_N003283_N003303"",""E_N004417_N004423""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,3.224406922210654]",5,0,0
E_N003283_N004437,7849,missing,10,"[""E_N004417_N004437"",""E_N003283_N004423"",""E_N003297_N004437"",""E_N003283_N003303"",""E_N004417_N004423"",""E_N004431_N004437"",""E_N003283_N003289"",""E_N003297_N003303"",""E_N003297_N004451"",""E_N004417_N005571""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,3.224406922210654,3.224406922210655,3.2244069222106573,3.2244069222106577,4.559999999999999,4.559999999999999]",10,0,0
E_N003297_N003303,5835,missing,1,"[""E_N003297_N003317""]","[""missing""]",[2.2799999999999985],1,0,0
E_N003297_N003303,5835,missing,3,"[""E_N003297_N003317"",""E_N003283_N003303"",""E_N002163_N003303""]","[""missing"",""missing"",""missing""]","[2.2799999999999985,2.2800000000000002,2.280000000000001]",3,0,0
E_N003297_N003303,5835,missing,5,"[""E_N003297_N003317"",""E_N003283_N003303"",""E_N002163_N003303"",""E_N003297_N004437"",""E_N002163_N003317""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106564]",5,0,0
E_N003297_N003303,5835,missing,10,"[""E_N003297_N003317"",""E_N003283_N003303"",""E_N002163_N003303"",""E_N003297_N004437"",""E_N002163_N003317"",""E_N003297_N004451"",""E_N002149_N003303"",""E_N003283_N004437"",""E_N004431_N004437"",""E_N002163_N002169""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.2800000000000002,2.280000000000001,2.280000000000001,3.2244069222106564,3.2244069222106564,3.2244069222106577,3.2244069222106577,4.559999999999999,4.56]",10,0,0
E_N003297_N003317,5862,missing,1,"[""E_N003297_N003303""]","[""missing""]",[2.2799999999999985],1,0,0
E_N003297_N003317,5862,missing,3,"[""E_N003297_N003303"",""E_N002163_N003317"",""E_N003297_N004451""]","[""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001]",3,0,0
E_N003297_N003317,5862,missing,5,"[""E_N003297_N003303"",""E_N002163_N003317"",""E_N003297_N004451"",""E_N003311_N003317"",""E_N002163_N003303""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106564]",5,0,0
E_N003297_N003317,5862,missing,10,"[""E_N003297_N003303"",""E_N002163_N003317"",""E_N003297_N004451"",""E_N003311_N003317"",""E_N002163_N003303"",""E_N003297_N004437"",""E_N002177_N003317"",""E_N003311_N004451"",""E_N003283_N003303"",""E_N004431_N004451""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106564,3.2244069222106564,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N003297_N004437,7848,missing,1,"[""E_N004431_N004437""]","[""missing""]",[2.2799999999999976],1,0,0
E_N003297_N004437,7848,missing,3,"[""E_N004431_N004437"",""E_N003297_N004451"",""E_N003283_N004437""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002]",3,0,0
E_N003297_N004437,7848,missing,5,"[""E_N004431_N004437"",""E_N003297_N004451"",""E_N003283_N004437"",""E_N003297_N003303"",""E_N004431_N004451""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002,2.280000000000001,3.2244069222106537]",5,0,0
E_N003297_N004437,7848,missing,10,"[""E_N004431_N004437"",""E_N003297_N004451"",""E_N003283_N004437"",""E_N003297_N003303"",""E_N004431_N004451"",""E_N004417_N004437"",""E_N003297_N003317"",""E_N003283_N003303"",""E_N004431_N005571"",""E_N003283_N004423""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.2800000000000002,2.280000000000001,3.2244069222106537,3.224406922210655,3.2244069222106564,3.2244069222106577,4.559999999999999,4.56]",10,0,0
E_N003297_N004451,7877,missing,1,"[""E_N004431_N004451""]","[""missing""]",[2.2799999999999976],1,0,0
E_N003297_N004451,7877,missing,3,"[""E_N004431_N004451"",""E_N003297_N004437"",""E_N003297_N003317""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001]",3,0,0
E_N003297_N004451,7877,missing,5,"[""E_N004431_N004451"",""E_N003297_N004437"",""E_N003297_N003317"",""E_N003311_N004451"",""E_N004431_N004437""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001,2.280000000000001,3.2244069222106537]",5,0,0
E_N003297_N004451,7877,missing,10,"[""E_N004431_N004451"",""E_N003297_N004437"",""E_N003297_N003317"",""E_N003311_N004451"",""E_N004431_N004437"",""E_N004445_N004451"",""E_N003297_N003303"",""E_N003311_N003317"",""E_N003283_N004437"",""E_N004431_N005585""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.2799999999999985,2.280000000000001,2.280000000000001,3.2244069222106537,3.2244069222106555,3.2244069222106564,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N003311_N003317,5863,missing,1,"[""E_N002177_N003317""]","[""missing""]",[2.280000000000001],1,0,0
E_N003311_N003317,5863,missing,3,"[""E_N002177_N003317"",""E_N003297_N003317"",""E_N003311_N003331""]","[""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,2.280000000000001]",3,0,0
E_N003311_N003317,5863,missing,5,"[""E_N002177_N003317"",""E_N003297_N003317"",""E_N003311_N003331"",""E_N003311_N004451"",""E_N002163_N003317""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,3.224406922210658]",5,0,0
E_N003311_N003317,5863,missing,10,"[""E_N002177_N003317"",""E_N003297_N003317"",""E_N003311_N003331"",""E_N003311_N004451"",""E_N002163_N003317"",""E_N002177_N003331"",""E_N003297_N004451"",""E_N003311_N004465"",""E_N003325_N003331"",""E_N004445_N004451""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,3.224406922210658,3.224406922210658,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N003311_N003331,5890,missing,1,"[""E_N003325_N003331""]","[""missing""]",[2.2799999999999976],1,0,0
E_N003311_N003331,5890,missing,3,"[""E_N003325_N003331"",""E_N002177_N003331"",""E_N003311_N003317""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001]",3,0,0
E_N003311_N003331,5890,missing,5,"[""E_N003325_N003331"",""E_N002177_N003331"",""E_N003311_N003317"",""E_N003311_N004465"",""E_N002191_N003331""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555]",5,0,0
E_N003311_N003331,5890,missing,10,"[""E_N003325_N003331"",""E_N002177_N003331"",""E_N003311_N003317"",""E_N003311_N004465"",""E_N002191_N003331"",""E_N003325_N004465"",""E_N002177_N003317"",""E_N003311_N004451"",""E_N003325_N003345"",""E_N004445_N004465""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555,3.2244069222106555,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
E_N003311_N004451,7876,missing,1,"[""E_N004445_N004451""]","[""missing""]",[2.2799999999999976],1,0,0
E_N003311_N004451,7876,missing,3,"[""E_N004445_N004451"",""E_N003297_N004451"",""E_N003311_N003317""]","[""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001]",3,0,0
E_N003311_N004451,7876,missing,5,"[""E_N004445_N004451"",""E_N003297_N004451"",""E_N003311_N003317"",""E_N003311_N004465"",""E_N004431_N004451""]","[""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555]",5,0,0
E_N003311_N004451,7876,missing,10,"[""E_N004445_N004451"",""E_N003297_N004451"",""E_N003311_N003317"",""E_N003311_N004465"",""E_N004431_N004451"",""E_N004445_N004465"",""E_N003297_N003317"",""E_N003311_N003331"",""E_N003325_N004465"",""E_N004445_N005585""]","[""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing"",""missing""]","[2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,3.2244069222106555,3.2244069222106555,3.224406922210658,3.224406922210658,4.559999999999999,4.559999999999999]",10,0,0
