rank,edge_id,source_strut_id,design_state,mean_delta_mm,output_path,crop_shape_zyx,display_vmin,display_vmax,axial_max_median,axial_p95_median,axial_mean_median,centerline_median,axial_material_fraction_median,axial_material_fraction_min,axial_material_fraction_max
91,E_N002009_N002013,3539,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_091_E_N002009_N002013_ct_panel.png,"[61, 97, 24]",30650.0,54284.81099999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,E_N002009_N003273,5772,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_092_E_N002009_N003273_ct_panel.png,"[61, 98, 24]",30501.0,54219.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,E_N002135_N002139,3759,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_093_E_N002135_N002139_ct_panel.png,"[62, 97, 23]",30634.0,54695.74000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,E_N002261_N002265,4011,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_094_E_N002261_N002265_ct_panel.png,"[62, 76, 23]",30622.0,52946.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,E_N003017_N004281,7568,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_095_E_N003017_N004281_ct_panel.png,"[62, 97, 24]",30389.0,54524.929999999935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,E_N003143_N003147,5555,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_096_E_N003143_N003147_ct_panel.png,"[61, 98, 24]",30441.71,54453.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,E_N003269_N003273,5775,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_097_E_N003269_N003273_ct_panel.png,"[62, 98, 24]",30452.0,54754.061999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,E_N004151_N005415,9584,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_098_E_N004151_N005415_ct_panel.png,"[62, 97, 24]",30483.0,53744.994999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,E_N004277_N004281,7571,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_099_E_N004277_N004281_ct_panel.png,"[61, 98, 24]",30368.0,54594.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,E_N004403_N004407,7791,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_100_E_N004403_N004407_ct_panel.png,"[62, 98, 24]",30411.0,54442.65499999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,E_N005285_N006549,11600,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_101_E_N005285_N006549_ct_panel.png,"[62, 98, 24]",30433.0,53505.21299999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,E_N005411_N005415,9587,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_102_E_N005411_N005415_ct_panel.png,"[61, 98, 24]",30577.0,53233.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,E_N005411_N006675,11820,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_103_E_N005411_N006675_ct_panel.png,"[61, 98, 24]",30469.0,53478.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,E_N009947_N009951,17903,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_104_E_N009947_N009951_ct_panel.png,"[62, 98, 24]",25862.23,49704.53099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,E_N010073_N010077,18159,phase2c_still_review_required,3.25,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_105_E_N010073_N010077_ct_panel.png,"[62, 98, 24]",26324.23,50177.592999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,E_N003899_N005163,9144,phase2c_still_review_required,3.2458333333333336,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_106_E_N003899_N005163_ct_panel.png,"[61, 97, 25]",30428.24,54125.456000000006,48611.46875,31996.828906249997,3166.8388671875,0.0,0.01594896331738437,0.014354066985645933,0.08931419457735247
107,E_N007301_N008565,15192,phase2c_still_review_required,3.2354166666666666,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_107_E_N007301_N008565_ct_panel.png,"[61, 97, 25]",30584.0,52222.140000000014,45319.1328125,32001.537890624997,3096.1240234375,0.0,0.012759170653907496,0.011164274322169059,0.09090909090909091
108,E_N005033_N006297,11160,phase2c_still_review_required,3.225,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_108_E_N005033_N006297_ct_panel.png,"[61, 98, 25]",30427.0,53488.264999999956,47620.4375,31897.47890625,3146.3544921875,0.0,0.014354066985645933,0.012759170653907496,0.09090909090909091
109,E_N000366_N000501,860,phase2c_still_review_required,3.2041666666666666,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_109_E_N000366_N000501_ct_panel.png,"[61, 98, 25]",31617.49,57621.65299999999,47854.921875,36576.7255859375,3458.7001953125,0.0,0.019138755980861243,0.01594896331738437,0.09090909090909091
110,E_N001505_N002769,4892,phase2c_still_review_required,3.2041666666666666,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_110_E_N001505_N002769_ct_panel.png,"[61, 98, 25]",30549.0,54362.67199999979,46378.94140625,32177.07216796875,3149.5859375,0.0,0.014354066985645933,0.012759170653907496,0.046251993620414676
111,E_N002765_N002769,4895,phase2c_still_review_required,3.2041666666666666,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_111_E_N002765_N002769_ct_panel.png,"[62, 98, 25]",30536.0,54452.60599999997,46962.6875,32197.721484374997,3166.251953125,0.0,0.01594896331738437,0.012759170653907496,0.04146730462519936
112,E_N006293_N006297,11163,phase2c_still_review_required,3.2041666666666666,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_112_E_N006293_N006297_ct_panel.png,"[61, 97, 25]",30321.0,53297.50800000003,47090.453125,31916.13330078125,3126.1123046875,0.0,0.014354066985645933,0.012759170653907496,0.08452950558213716
113,E_N000744_N000879,1520,phase2c_still_review_required,3.197916666666667,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_113_E_N000744_N000879_ct_panel.png,"[62, 98, 24]",32401.23,57586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,E_N002135_N003399,6024,phase2c_still_review_required,3.197916666666667,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_114_E_N002135_N003399_ct_panel.png,"[61, 98, 23]",30521.0,54928.546000000206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,E_N004533_N004535,8057,phase2c_still_review_required,3.1958333333333337,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_115_E_N004533_N004535_ct_panel.png,"[22, 76, 62]",30233.0,53767.022,49337.46875,40674.30371093749,32462.82421875,32611.49609375,0.05901116427432217,0.007974481658692184,0.3269537480063796
116,E_N006167_N007431,13176,phase2c_still_review_required,3.19375,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_116_E_N006167_N007431_ct_panel.png,"[61, 98, 25]",30305.49,52902.1829999999,44892.3984375,31950.1130859375,3093.35888671875,0.0,0.012759170653907496,0.009569377990430622,0.07814992025518341
117,E_N000861_N000876,3531,phase2c_still_review_required,3.185416666666667,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_117_E_N000861_N000876_ct_panel.png,"[22, 98, 98]",30559.0,55849.27799999999,46707.54296875,38820.83144531249,33823.5859375,33486.578125,0.03987240829346093,0.02711323763955343,0.49920255183413076
118,E_N003273_N003275,5785,phase2c_still_review_required,3.185416666666667,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_118_E_N003273_N003275_ct_panel.png,"[22, 98, 63]",30175.27,56553.671,49394.5859375,40786.53808593749,33194.7421875,32861.30859375,0.05582137161084529,0.046251993620414676,0.44657097288676234
119,E_N000492_N000627,1080,phase2c_still_review_required,3.1833333333333336,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_119_E_N000492_N000627_ct_panel.png,"[61, 98, 25]",31981.0,57741.0,47907.21875,36668.6796875,3445.1611328125,0.0,0.019138755980861243,0.01594896331738437,0.09090909090909091
120,E_N007931_N009069,16105,phase2c_still_review_required,3.1770833333333335,outputs/part2/phase2c/20260727_132248/review_packet/panels/rank_120_E_N007931_N009069_ct_panel.png,"[62, 75, 23]",30121.49,52804.83600000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
